"id","Wind Speed (km/h)","Wind Bearing (degrees)","Visibility (km)","Loud Cover"
"60986","14.1197","290","15.8263","0"
"60987","10.9158","292","14.9569","0"
"60988","3.6869","291","15.8263","0"
"60989","10.7226","300","15.8263","0"
"60990","13.0249","309","14.9569","0"
"60991","11.3827","309","9.982","0"
"60992","7.9695","310","9.982","0"
"60993","12.0267","322","9.982","0"
"60994","15.6653","330","9.982","0"
"60995","21.2359","350","11.2056","0"
"60996","19.9962","351","11.3988","0"
"60997","21.091","339","11.2056","0"
"60998","19.5776","340","11.2056","0"
"60999","19.0624","331","10.3523","0"
"61000","16.8889","350","9.982","0"
"61001","13.685","350","9.982","0"
"61002","11.753","356","10.3523","0"
"61003","4.347","9","9.982","0"
"61004","0","0","9.982","0"
"61005","2.6565","317","9.982","0"
"61006","3.1073","136","9.982","0"
"61007","3.1717","138","15.8263","0"
"61008","5.2164","186","14.9569","0"
"61009","3.22","120","15.8263","0"
"61010","3.0751","166","15.8263","0"
"61011","5.9087","151","14.9569","0"
"61012","3.3649","130","15.8263","0"
"61013","6.2951","130","15.8263","0"
"61014","9.177","123","14.9569","0"
"61015","4.7334","187","9.982","0"
"61016","4.7012","150","9.9015","0"
"61017","6.8747","133","9.982","0"
"61018","14.007","151","9.982","0"
"61019","15.6814","160","9.982","0"
"61020","21.2037","161","10.3523","0"
"61021","17.0982","161","9.982","0"
"61022","12.6546","169","9.982","0"
"61023","12.558","161","10.3523","0"
"61024","13.8138","180","9.982","0"
"61025","13.6045","162","9.982","0"
"61026","8.5008","153","10.3523","0"
"61027","7.3577","131","9.982","0"
"61028","1.61","170","9.982","0"
"61029","2.6082","142","9.982","0"
"61030","1.61","130","9.982","0"
"61031","6.44","130","15.8263","0"
"61032","10.8836","139","14.9569","0"
"61033","3.22","130","15.8263","0"
"61034","3.1234","163","15.8263","0"
"61035","3.059","191","14.9569","0"
"61036","2.3506","122","15.8263","0"
"61037","5.5867","163","15.8263","0"
"61038","2.093","113","14.9569","0"
"61039","1.2719","125","8.05","0"
"61040","7.8729","7","8.05","0"
"61041","6.6976","359","9.982","0"
"61042","11.0607","350","9.982","0"
"61043","9.5634","332","9.982","0"
"61044","2.3506","310","10.3523","0"
"61045","8.8228","222","9.982","0"
"61046","10.5938","280","9.982","0"
"61047","9.4346","275","10.3523","0"
"61048","7.6314","289","11.2056","0"
"61049","10.5616","269","9.982","0"
"61050","11.8979","269","10.3523","0"
"61051","4.7012","269","9.982","0"
"61052","3.059","337","9.982","0"
"61053","1.2236","82","9.982","0"
"61054","0.1288","100","9.982","0"
"61055","3.22","120","15.8263","0"
"61056","2.6726","102","14.9569","0"
"61057","3.2039","139","11.9784","0"
"61058","3.1878","149","14.9086","0"
"61059","4.0572","116","8.4203","0"
"61060","6.44","130","11.9784","0"
"61061","6.2951","139","14.9086","0"
"61062","6.3434","137","14.9569","0"
"61063","11.0446","140","11.1251","0"
"61064","15.8585","131","11.0768","0"
"61065","9.3219","139","10.948","0"
"61066","17.0982","141","9.982","0"
"61067","12.7351","160","9.982","0"
"61068","18.5633","153","10.3523","0"
"61069","17.3558","161","9.982","0"
"61070","20.2055","180","9.982","0"
"61071","16.6474","189","10.3523","0"
"61072","20.3021","181","9.982","0"
"61073","15.8263","210","9.982","0"
"61074","10.4006","208","10.3523","0"
"61075","11.0607","199","9.982","0"
"61076","10.8675","160","9.982","0"
"61077","9.5795","160","9.982","0"
"61078","9.2253","140","9.982","0"
"61079","11.0446","150","15.8263","0"
"61080","3.703","145","14.9569","0"
"61081","10.5133","141","15.8263","0"
"61082","10.7548","140","15.8263","0"
"61083","9.66","165","15.0052","0"
"61084","26.4684","280","10.0464","0"
"61085","24.4881","280","15.8746","0"
"61086","13.3308","260","14.9569","0"
"61087","14.3612","242","11.0446","0"
"61088","17.2914","252","11.1251","0"
"61089","25.599","281","11.4471","0"
"61090","29.2054","290","11.27","0"
"61091","26.6133","298","11.27","0"
"61092","25.5668","282","11.3988","0"
"61093","23.9729","289","9.982","0"
"61094","22.0731","271","9.982","0"
"61095","19.6259","263","10.3523","0"
"61096","12.5258","279","9.982","0"
"61097","9.4668","279","9.982","0"
"61098","4.83","249","10.3523","0"
"61099","1.3041","289","9.982","0"
"61100","1.6583","153","9.982","0"
"61101","3.0751","140","9.982","0"
"61102","4.6851","130","9.982","0"
"61103","6.279","131","15.8263","0"
"61104","10.304","130","15.3111","0"
"61105","6.1019","132","15.8263","0"
"61106","10.7065","130","15.8263","0"
"61107","5.796","167","14.9569","0"
"61108","6.44","197","15.8263","0"
"61109","11.1573","122","15.8263","0"
"61110","9.6278","141","14.9569","0"
"61111","6.2951","140","15.8263","0"
"61112","10.8836","142","9.982","0"
"61113","11.4149","142","9.982","0"
"61114","12.6868","161","9.982","0"
"61115","12.88","170","9.982","0"
"61116","12.9927","180","10.3523","0"
"61117","20.3665","191","9.982","0"
"61118","20.3343","191","9.982","0"
"61119","22.6527","190","10.3523","0"
"61120","20.6402","201","9.982","0"
"61121","21.735","210","9.982","0"
"61122","15.8746","229","10.3523","0"
"61123","10.8514","219","9.982","0"
"61124","9.4507","161","9.982","0"
"61125","7.1162","145","9.982","0"
"61126","10.7065","151","9.982","0"
"61127","13.7816","151","15.8263","0"
"61128","10.5455","161","14.9569","0"
"61129","13.6689","160","15.8263","0"
"61130","6.5688","177","15.8263","0"
"61131","6.3756","148","14.9569","0"
"61132","6.44","160","15.8263","0"
"61133","13.7494","131","15.8263","0"
"61134","10.3362","134","14.9569","0"
"61135","13.7977","131","9.982","0"
"61136","15.4399","131","9.9015","0"
"61137","11.8496","159","10.3523","0"
"61138","14.1519","161","9.982","0"
"61139","17.1787","170","9.982","0"
"61140","17.2109","170","10.3523","0"
"61141","23.2484","182","9.982","0"
"61142","17.7422","201","9.982","0"
"61143","22.1375","217","10.3523","0"
"61144","16.0839","229","9.982","0"
"61145","13.1537","230","9.982","0"
"61146","12.9122","229","10.3523","0"
"61147","9.3702","231","9.982","0"
"61148","7.8407","194","9.982","0"
"61149","10.3684","227","10.3523","0"
"61150","9.3702","200","9.982","0"
"61151","10.7387","220","15.8263","0"
"61152","5.6189","191","14.9569","0"
"61153","10.4328","171","15.8263","0"
"61154","3.9606","249","15.8263","0"
"61155","6.923","259","14.9569","0"
"61156","6.6493","249","15.8263","0"
"61157","2.8658","233","15.8263","0"
"61158","24.2305","310","10.0303","0"
"61159","21.3486","330","10.0464","0"
"61160","19.7869","339","11.27","0"
"61161","5.2969","337","8.7745","0"
"61162","4.7173","347","11.2056","0"
"61163","4.669","6","11.2056","0"
"61164","2.7692","326","11.3988","0"
"61165","7.5187","192","11.2056","0"
"61166","3.2039","261","11.2056","0"
"61167","4.6368","275","11.0285","0"
"61168","4.8783","248","11.2056","0"
"61169","3.1717","254","11.2056","0"
"61170","2.7853","245","11.3988","0"
"61171","7.6475","200","9.982","0"
"61172","4.7012","161","11.2056","0"
"61173","2.8497","223","9.982","0"
"61174","0.1449","220","9.982","0"
"61175","3.22","290","15.8263","0"
"61176","1.7227","321","14.4095","0"
"61177","6.44","250","15.8263","0"
"61178","3.2039","329","11.9784","0"
"61179","2.8336","338","8.7745","0"
"61180","3.22","0","6.2951","0"
"61181","0","0","0.9177","0"
"61182","3.2039","11","2.8497","0"
"61183","0","0","0.8372","0"
"61184","4.9105","120","2.1252","0"
"61185","2.254","30","5.957","0"
"61186","9.4507","101","9.982","0"
"61187","8.1305","130","9.982","0"
"61188","4.5724","178","9.982","0"
"61189","3.22","160","9.982","0"
"61190","4.8944","127","9.982","0"
"61191","4.4597","96","10.3523","0"
"61192","9.4024","104","9.982","0"
"61193","10.787","122","9.982","0"
"61194","8.3398","93","10.3523","0"
"61195","7.6153","74","9.982","0"
"61196","2.9946","25","9.982","0"
"61197","1.8515","58","9.982","0"
"61198","4.83","130","9.982","0"
"61199","6.2468","129","9.982","0"
"61200","6.1019","140","8.4203","0"
"61201","10.6421","150","15.8263","0"
"61202","6.1502","140","15.8263","0"
"61203","3.2844","117","15.3111","0"
"61204","3.22","10","15.8263","0"
"61205","3.22","350","15.8263","0"
"61206","2.7209","29","15.3111","0"
"61207","4.7334","49","9.982","0"
"61208","3.0751","30","9.982","0"
"61209","6.6654","146","10.3523","0"
"61210","9.1126","140","9.982","0"
"61211","10.6904","141","9.982","0"
"61212","10.8514","146","10.3523","0"
"61213","7.8085","165","9.982","0"
"61214","9.5151","81","9.982","0"
"61215","7.084","148","10.3523","0"
"61216","3.9767","210","9.982","0"
"61217","7.6153","82","9.982","0"
"61218","9.0321","121","10.3523","0"
"61219","7.6314","70","9.982","0"
"61220","4.4758","160","9.982","0"
"61221","2.6082","331","10.3523","0"
"61222","4.508","151","9.982","0"
"61223","0","0","15.8263","0"
"61224","3.8157","168","15.3111","0"
"61225","5.2003","149","9.982","0"
"61226","2.6565","212","9.982","0"
"61227","4.9266","280","12.8317","0"
"61228","2.2057","109","11.9784","0"
"61229","9.8371","119","14.9086","0"
"61230","5.635","291","14.168","0"
"61231","5.313","320","5.2164","0"
"61232","7.889","321","5.2164","0"
"61233","13.9587","330","7.1001","0"
"61234","15.7458","339","10.0464","0"
"61235","15.6814","340","10.0464","0"
"61236","16.4703","358","9.982","0"
"61237","19.9157","350","9.982","0"
"61238","16.7118","10","9.982","0"
"61239","12.2843","351","9.982","0"
"61240","15.4721","350","9.982","0"
"61241","13.7977","340","9.982","0"
"61242","9.177","344","10.3523","0"
"61243","9.2092","342","9.982","0"
"61244","15.1179","1","9.982","0"
"61245","13.3308","10","9.982","0"
"61246","12.4292","32","9.982","0"
"61247","10.8675","32","14.9086","0"
"61248","10.5294","39","14.9569","0"
"61249","10.0786","180","15.8263","0"
"61250","10.2718","200","15.8263","0"
"61251","3.1234","199","15.3111","0"
"61252","3.0751","220","15.8263","0"
"61253","2.0769","47","14.9086","0"
"61254","3.5098","43","9.982","0"
"61255","7.7924","69","9.982","0"
"61256","4.6368","60","9.982","0"
"61257","3.5742","84","9.982","0"
"61258","9.4185","119","9.982","0"
"61259","10.6904","141","9.982","0"
"61260","8.0339","132","10.3523","0"
"61261","4.5724","22","9.982","0"
"61262","4.7334","3","9.982","0"
"61263","8.9677","73","10.3523","0"
"61264","7.9695","57","9.982","0"
"61265","10.6582","8","9.982","0"
"61266","12.7834","4","10.3523","0"
"61267","7.6797","331","9.982","0"
"61268","7.6797","332","9.982","0"
"61269","7.2772","1","10.3523","0"
"61270","12.558","11","9.982","0"
"61271","10.8997","20","15.8263","0"
"61272","9.5634","38","14.9569","0"
"61273","6.2951","351","15.8263","0"
"61274","6.4239","351","14.9086","0"
"61275","9.66","352","11.6886","0"
"61276","13.4918","19","11.9784","0"
"61277","6.118","19","11.9784","0"
"61278","6.1663","352","9.1931","0"
"61279","7.7119","12","6.2951","0"
"61280","3.3488","12","7.2128","0"
"61281","8.9999","38","9.982","0"
"61282","7.9051","22","9.982","0"
"61283","3.3005","53","9.982","0"
"61284","1.6261","342","10.3523","0"
"61285","2.8175","143","9.982","0"
"61286","7.3738","117","9.982","0"
"61287","3.703","334","10.3523","0"
"61288","3.1717","91","9.982","0"
"61289","2.6082","254","9.982","0"
"61290","7.4382","214","10.4006","0"
"61291","7.406","221","10.0464","0"
"61292","7.7119","221","9.982","0"
"61293","9.9015","242","10.3523","0"
"61294","9.7083","271","9.982","0"
"61295","6.4883","253","15.8263","0"
"61296","5.7155","233","14.9569","0"
"61297","10.9802","271","15.8263","0"
"61298","6.1502","280","15.8263","0"
"61299","3.5903","280","15.0052","0"
"61300","6.1019","305","15.6492","0"
"61301","6.3434","330","15.6975","0"
"61302","3.2844","22","14.8764","0"
"61303","12.0911","349","9.9015","0"
"61304","9.499","9","9.982","0"
"61305","4.5241","17","9.982","0"
"61306","8.8711","329","9.982","0"
"61307","13.363","340","9.982","0"
"61308","8.9838","3","10.2718","0"
"61309","10.7065","300","9.9015","0"
"61310","12.0428","281","11.27","0"
"61311","13.9265","266","10.4006","0"
"61312","13.5401","293","10.8192","0"
"61313","12.1555","291","11.27","0"
"61314","11.4471","311","11.4471","0"
"61315","11.8657","313","11.27","0"
"61316","14.1036","341","11.2056","0"
"61317","16.0034","6","11.0768","0"
"61318","16.7279","9","10.0464","0"
"61319","16.6474","9","15.8746","0"
"61320","15.5848","7","14.9569","0"
"61321","12.397","330","9.982","0"
"61322","13.7816","339","15.8263","0"
"61323","12.9444","339","14.9569","0"
"61324","13.6206","329","15.8263","0"
"61325","13.7655","329","15.8263","0"
"61326","10.8192","329","14.9569","0"
"61327","11.0929","318","9.982","0"
"61328","9.5634","328","9.982","0"
"61329","10.6582","349","9.982","0"
"61330","7.6797","346","9.982","0"
"61331","7.3577","358","9.982","0"
"61332","8.7745","332","10.3523","0"
"61333","8.0339","272","9.982","0"
"61334","5.0232","313","9.982","0"
"61335","12.9927","295","10.3523","0"
"61336","14.1519","309","9.982","0"
"61337","13.7816","309","9.982","0"
"61338","13.5401","303","10.3523","0"
"61339","14.0231","290","9.982","0"
"61340","7.8246","300","9.982","0"
"61341","1.5295","249","10.3523","0"
"61342","3.1556","222","9.982","0"
"61343","3.1717","242","15.8263","0"
"61344","5.6672","194","14.9569","0"
"61345","3.1395","205","15.8263","0"
"61346","6.3434","214","15.8263","0"
"61347","3.3005","239","14.9569","0"
"61348","6.5044","225","15.8263","0"
"61349","3.4454","229","15.8263","0"
"61350","3.864","246","14.9569","0"
"61351","8.1949","243","9.982","0"
"61352","5.1198","271","9.982","0"
"61353","10.5616","304","10.3523","0"
"61354","14.007","299","9.982","0"
"61355","12.88","292","9.982","0"
"61356","16.0517","309","10.3523","0"
"61357","20.0284","301","9.982","0"
"61358","12.88","310","9.982","0"
"61359","13.9587","315","10.3523","0"
"61360","17.3236","319","9.982","0"
"61361","20.3343","310","9.982","0"
"61362","20.2377","311","10.3523","0"
"61363","16.8406","310","9.982","0"
"61364","7.6797","282","9.982","0"
"61365","3.5742","274","10.3523","0"
"61366","4.9105","280","9.982","0"
"61367","3.3488","262","15.8263","0"
"61368","5.796","272","14.9569","0"
"61369","3.3649","299","15.8263","0"
"61370","3.3327","263","15.8263","0"
"61371","3.4293","274","14.9569","0"
"61372","3.4293","237","15.8263","0"
"61373","6.44","280","15.8263","0"
"61374","3.2844","279","14.9569","0"
"61375","1.6583","338","9.982","0"
"61376","2.0769","53","9.982","0"
"61377","7.3094","349","10.3523","0"
"61378","9.4507","350","9.982","0"
"61379","12.1394","341","9.982","0"
"61380","11.592","359","10.3523","0"
"61381","13.7494","0","9.982","0"
"61382","12.1072","350","9.982","0"
"61383","15.6814","16","10.3523","0"
"61384","12.2038","359","9.982","0"
"61385","9.1126","321","9.982","0"
"61386","10.3362","64","10.3523","0"
"61387","9.2253","29","9.982","0"
"61388","7.7924","41","9.982","0"
"61389","8.4686","58","10.3523","0"
"61390","9.2253","70","9.982","0"
"61391","10.8675","70","15.8263","0"
"61392","12.9122","77","14.9569","0"
"61393","20.4148","298","15.8263","0"
"61394","14.4578","270","15.8263","0"
"61395","11.4149","272","14.9569","0"
"61396","14.3129","270","15.8263","0"
"61397","14.5222","279","15.8263","0"
"61398","13.9909","254","14.9569","0"
"61399","19.9479","260","15.7297","0"
"61400","12.558","251","3.2844","0"
"61401","12.3809","289","6.8425","0"
"61402","16.3254","280","6.3434","0"
"61403","16.3093","280","11.2056","0"
"61404","15.1179","281","11.0285","0"
"61405","12.8156","289","11.27","0"
"61406","7.9212","246","11.27","0"
"61407","7.7763","268","11.4471","0"
"61408","11.3505","271","11.2056","0"
"61409","9.9659","310","11.2056","0"
"61410","9.8854","279","11.4471","0"
"61411","3.3649","342","11.27","0"
"61412","4.7656","17","9.982","0"
"61413","0.9821","29","10.0303","0"
"61414","7.9373","59","10.0464","0"
"61415","6.3112","50","14.9086","0"
"61416","12.3165","113","9.982","0"
"61417","10.6099","140","10.0464","0"
"61418","10.948","140","8.1949","0"
"61419","10.3201","142","7.5509","0"
"61420","10.948","140","6.9874","0"
"61421","10.7387","160","5.9731","0"
"61422","10.0786","166","5.6672","0"
"61423","9.1931","152","4.4919","0"
"61424","7.9212","192","11.2056","0"
"61425","12.1555","217","11.0285","0"
"61426","15.4882","202","11.27","0"
"61427","15.6814","222","11.27","0"
"61428","24.7296","222","10.7226","0"
"61429","23.184","231","11.27","0"
"61430","22.6527","223","11.27","0"
"61431","16.3093","242","11.4471","0"
"61432","15.295","234","11.27","0"
"61433","10.8031","302","11.27","0"
"61434","11.6725","312","11.4471","0"
"61435","14.8281","347","11.27","0"
"61436","21.4291","339","11.27","0"
"61437","7.1967","345","11.0285","0"
"61438","4.4597","357","11.2056","0"
"61439","3.1878","305","15.7297","0"
"61440","2.8658","205","14.9569","0"
"61441","3.3327","223","15.8263","0"
"61442","6.2629","205","15.8263","0"
"61443","3.3005","231","9.982","0"
"61444","5.9087","174","9.982","0"
"61445","3.3649","218","6.2951","0"
"61446","4.7817","276","5.152","0"
"61447","7.6314","240","1.2236","0"
"61448","3.1878","223","4.7495","0"
"61449","2.8014","183","6.7298","0"
"61450","1.8193","194","9.982","0"
"61451","9.499","192","10.0464","0"
"61452","12.1233","155","11.3988","0"
"61453","11.7691","188","11.2056","0"
"61454","14.6993","181","11.2056","0"
"61455","15.6975","170","11.3988","0"
"61456","17.5812","181","11.2056","0"
"61457","16.0678","171","11.2056","0"
"61458","16.7601","161","11.3988","0"
"61459","15.5365","142","9.982","0"
"61460","15.7458","141","9.982","0"
"61461","14.6349","149","10.3523","0"
"61462","15.3433","131","9.982","0"
"61463","17.1143","131","15.8263","0"
"61464","16.5991","131","14.9569","0"
"61465","16.905","141","15.8263","0"
"61466","13.9909","141","15.8263","0"
"61467","12.5902","137","14.9569","0"
"61468","11.0124","188","15.8263","0"
"61469","11.0446","141","15.8263","0"
"61470","10.2235","143","14.9569","0"
"61471","11.1734","141","9.982","0"
"61472","11.1895","142","10.0464","0"
"61473","8.2915","192","11.0768","0"
"61474","14.3129","143","11.2056","0"
"61475","17.4685","162","9.982","0"
"61476","24.6169","164","10.3523","0"
"61477","26.404","182","9.982","0"
"61478","15.7297","165","11.2056","0"
"61479","18.0642","178","11.3988","0"
"61480","25.9532","202","11.27","0"
"61481","21.1554","192","11.27","0"
"61482","15.1984","219","11.1251","0"
"61483","4.6207","301","11.2056","0"
"61484","7.5026","201","11.2056","0"
"61485","10.8514","160","11.4471","0"
"61486","15.2467","170","11.2056","0"
"61487","10.0786","172","15.8746","0"
"61488","12.5741","211","14.9569","0"
"61489","16.2932","213","15.8263","0"
"61490","6.1663","240","15.8263","0"
"61491","10.4167","286","14.9569","0"
"61492","6.6332","262","15.8263","0"
"61493","10.8192","299","15.8263","0"
"61494","3.6547","356","11.0285","0"
"61495","12.7995","232","7.2128","0"
"61496","8.3076","288","9.982","0"
"61497","9.4185","246","9.982","0"
"61498","11.6564","272","9.982","0"
"61499","20.3504","290","11.27","0"
"61500","20.3665","298","11.4471","0"
"61501","20.7368","300","11.27","0"
"61502","20.3504","282","11.2056","0"
"61503","20.8978","292","11.3988","0"
"61504","20.8173","291","11.2056","0"
"61505","26.565","301","9.982","0"
"61506","24.9872","282","10.3523","0"
"61507","24.9228","299","9.982","0"
"61508","14.2807","309","10.0464","0"
"61509","7.6475","303","10.3523","0"
"61510","8.1949","290","9.982","0"
"61511","10.9802","319","15.8263","0"
"61512","3.3166","241","14.9569","0"
"61513","11.1573","252","15.8263","0"
"61514","11.27","280","15.8263","0"
"61515","6.4722","295","14.9569","0"
"61516","11.3988","281","15.8263","0"
"61517","6.6493","309","15.8263","0"
"61518","6.5849","302","14.9569","0"
"61519","8.1949","280","9.982","0"
"61520","5.0876","308","9.982","0"
"61521","7.7119","325","10.3523","0"
"61522","12.6385","291","9.982","0"
"61523","8.1788","327","9.982","0"
"61524","14.0875","323","10.3523","0"
"61525","16.0678","319","9.982","0"
"61526","11.4632","348","10.0464","0"
"61527","14.3129","314","10.4006","0"
"61528","14.49","355","10.0464","0"
"61529","17.5329","347","9.982","0"
"61530","11.6725","334","10.3523","0"
"61531","12.7995","357","9.982","0"
"61532","11.2056","339","9.982","0"
"61533","4.7978","358","10.3523","0"
"61534","4.4436","32","9.982","0"
"61535","2.6565","74","15.8263","0"
"61536","5.6511","40","14.9569","0"
"61537","5.9892","29","15.8263","0"
"61538","6.2951","19","15.8263","0"
"61539","3.5903","353","14.9569","0"
"61540","6.601","358","15.8263","0"
"61541","11.0446","10","15.8263","0"
"61542","6.118","358","14.8764","0"
"61543","9.499","11","9.9015","0"
"61544","11.0285","19","9.9015","0"
"61545","16.4864","37","9.982","0"
"61546","15.5526","23","9.982","0"
"61547","16.7762","23","9.982","0"
"61548","14.7315","6","10.3523","0"
"61549","16.4703","11","9.982","0"
"61550","21.1071","10","9.982","0"
"61551","20.125","19","10.3523","0"
"61552","15.0857","20","9.982","0"
"61553","12.3326","11","9.982","0"
"61554","15.1018","13","10.3523","0"
"61555","13.524","3","9.982","0"
"61556","10.6099","12","9.982","0"
"61557","7.2772","12","10.3523","0"
"61558","10.4006","21","9.982","0"
"61559","6.2629","21","15.8263","0"
"61560","3.1395","356","14.9569","0"
"61561","3.2039","301","15.8263","0"
"61562","6.4239","319","15.8263","0"
"61563","5.6511","322","14.9569","0"
"61564","6.279","330","15.8263","0"
"61565","10.9802","331","15.8263","0"
"61566","5.9087","342","14.9569","0"
"61567","7.7924","29","9.982","0"
"61568","11.0446","40","9.982","0"
"61569","7.728","45","9.982","0"
"61570","12.558","99","9.982","0"
"61571","7.7441","109","9.982","0"
"61572","9.4185","107","10.3523","0"
"61573","9.177","108","11.2056","0"
"61574","13.9587","81","9.982","0"
"61575","13.2825","27","10.3523","0"
"61576","16.5508","42","9.982","0"
"61577","12.1394","53","9.982","0"
"61578","8.1788","8","10.3523","0"
"61579","10.1752","42","9.982","0"
"61580","7.3255","32","9.982","0"
"61581","8.2754","17","10.3523","0"
"61582","9.2414","1","9.982","0"
"61583","6.44","10","15.8263","0"
"61584","3.381","9","14.9569","0"
"61585","3.3005","327","15.8263","0"
"61586","3.2039","329","15.8263","0"
"61587","6.0214","322","14.9569","0"
"61588","6.3756","328","15.8263","0"
"61589","6.4078","319","15.8263","0"
"61590","6.2146","338","14.9569","0"
"61591","1.6583","13","11.2056","0"
"61592","4.83","340","9.982","0"
"61593","4.5563","332","9.982","0"
"61594","9.66","350","9.982","0"
"61595","10.465","359","9.982","0"
"61596","9.7244","354","10.3523","0"
"61597","10.4489","0","9.982","0"
"61598","9.5151","320","9.982","0"
"61599","6.6976","24","10.3523","0"
"61600","10.7065","17","9.982","0"
"61601","9.1126","339","9.982","0"
"61602","8.855","342","10.3523","0"
"61603","8.9194","37","9.982","0"
"61604","4.6046","40","9.982","0"
"61605","2.9785","63","10.3523","0"
"61606","4.6851","72","9.982","0"
"61607","2.9785","58","15.8263","0"
"61608","3.0268","325","15.3111","0"
"61609","3.3649","310","15.8263","0"
"61610","0","0","15.8263","0"
"61611","2.9624","224","14.9569","0"
"61612","3.22","260","14.9086","0"
"61613","6.44","330","14.9086","0"
"61614","3.1878","347","14.168","0"
"61615","0.2898","40","11.2056","0"
"61616","3.22","100","9.982","0"
"61617","1.7549","17","9.982","0"
"61618","3.0751","60","9.982","0"
"61619","4.5563","34","9.982","0"
"61620","2.8497","78","10.3523","0"
"61621","4.4597","3","9.982","0"
"61622","8.9516","23","9.982","0"
"61623","5.3291","66","10.3523","0"
"61624","9.016","74","9.982","0"
"61625","4.7656","68","9.982","0"
"61626","8.8872","60","10.3523","0"
"61627","4.2343","49","9.982","0"
"61628","4.0572","340","9.982","0"
"61629","0.9016","358","10.3523","0"
"61630","1.3524","291","9.982","0"
"61631","2.9785","332","15.8263","0"
"61632","3.1878","3","14.9569","0"
"61633","0.1449","280","15.8263","0"
"61634","11.27","90","15.8263","0"
"61635","12.9283","143","14.9569","0"
"61636","13.2181","130","15.8263","0"
"61637","14.49","130","15.8263","0"
"61638","10.1591","129","14.9569","0"
"61639","12.4453","130","9.982","0"
"61640","10.8997","130","9.982","0"
"61641","13.041","138","10.3523","0"
"61642","12.4131","140","9.982","0"
"61643","13.7494","130","15.8263","0"
"61644","12.5097","148","10.3523","0"
"61645","10.7548","148","9.982","0"
"61646","10.7709","139","9.982","0"
"61647","10.1269","127","10.3523","0"
"61648","9.6761","139","9.982","0"
"61649","8.2271","99","9.982","0"
"61650","5.4257","42","10.3523","0"
"61651","9.5956","99","9.982","0"
"61652","4.8139","119","9.982","0"
"61653","0.4347","67","10.3523","0"
"61654","0","0","9.982","0"
"61655","3.22","230","15.8263","0"
"61656","3.1878","312","14.9569","0"
"61657","5.9731","129","9.982","0"
"61658","5.957","126","8.1305","0"
"61659","10.304","105","8.4203","0"
"61660","10.9802","69","8.1305","0"
"61661","6.2468","22","6.2951","0"
"61662","6.8747","39","5.9248","0"
"61663","13.9104","32","5.2164","0"
"61664","19.9479","50","7.2128","0"
"61665","23.1518","31","7.9212","0"
"61666","22.0248","41","7.0357","0"
"61667","28.1267","40","8.05","0"
"61668","25.7761","33","11.3183","0"
"61669","29.6562","31","9.9015","0"
"61670","29.8494","41","9.9015","0"
"61671","25.6634","42","10.787","0"
"61672","20.6241","31","7.2772","0"
"61673","22.1697","31","4.991","0"
"61674","22.2824","40","4.347","0"
"61675","23.4738","41","4.4436","0"
"61676","23.6831","41","3.059","0"
"61677","24.633","52","2.8175","0"
"61678","28.2555","51","2.5921","0"
"61679","20.5436","69","3.1073","0"
"61680","23.7958","52","3.7835","0"
"61681","3.22","350","15.8263","0"
"61682","0","0","15.8263","0"
"61683","3.2039","302","14.9569","0"
"61684","3.1878","328","15.8263","0"
"61685","3.059","331","15.8263","0"
"61686","4.9266","313","14.9569","0"
"61687","3.059","223","9.982","0"
"61688","4.6851","350","9.982","0"
"61689","5.0715","1","9.982","0"
"61690","9.5956","31","9.982","0"
"61691","9.177","1","9.982","0"
"61692","11.4793","348","10.3523","0"
"61693","13.8138","0","9.982","0"
"61694","15.4238","342","9.982","0"
"61695","16.1483","4","10.3523","0"
"61696","17.1143","0","9.982","0"
"61697","20.3826","10","9.982","0"
"61698","19.3522","25","10.3523","0"
"61699","14.3129","11","9.982","0"
"61700","12.4936","1","9.982","0"
"61701","10.0786","342","10.3523","0"
"61702","8.1627","351","9.982","0"
"61703","11.1412","4","15.8263","0"
"61704","13.041","29","14.9569","0"
"61705","20.1411","21","15.8263","0"
"61706","24.7457","30","15.8263","0"
"61707","22.0409","21","14.9569","0"
"61708","20.2055","30","15.8263","0"
"61709","17.1143","30","15.8263","0"
"61710","15.295","20","14.9569","0"
"61711","11.1573","20","11.2056","0"
"61712","12.7834","20","2.9141","0"
"61713","14.0553","25","11.0285","0"
"61714","17.6617","42","9.982","0"
"61715","17.2753","22","9.982","0"
"61716","12.5902","52","10.3523","0"
"61717","12.558","32","9.982","0"
"61718","12.6224","59","9.982","0"
"61719","11.0124","43","10.3523","0"
"61720","13.9909","23","9.982","0"
"61721","15.7619","42","9.982","0"
"61722","15.9229","26","10.3523","0"
"61723","15.5687","23","9.982","0"
"61724","13.8299","22","9.982","0"
"61725","14.1841","22","10.3523","0"
"61726","12.1716","31","9.982","0"
"61727","11.0124","42","15.8263","0"
"61728","12.8639","50","15.3111","0"
"61729","11.0285","33","15.8263","0"
"61730","13.8299","22","15.8263","0"
"61731","12.7995","31","14.9569","0"
"61732","13.9748","31","15.8263","0"
"61733","10.9802","41","15.8263","0"
"61734","12.7995","49","14.9569","0"
"61735","9.1287","40","9.982","0"
"61736","3.8318","51","9.982","0"
"61737","11.1895","115","9.982","0"
"61738","21.091","138","9.982","0"
"61739","19.6259","129","9.982","0"
"61740","15.2628","130","10.3523","0"
"61741","15.2145","138","9.982","0"
"61742","15.1823","138","9.982","0"
